dataset_size,dim,n_queries,k,m,ef_construction,k_children,n_probe,mapping_ef,parent_level,recall@k,avg_query_time,base_build_time,parent_extraction_time,mapping_build_time,avg_candidate_size,coverage_fraction,parent_count,covered_points,total_points,overlap_unique_fraction,avg_assignment_count,mean_jaccard_overlap,median_jaccard_overlap,multi_coverage_fraction,max_assignment_count,timestamp
5000,128,500,10,16,100,500,5,80,2,0.1692,0.0005607490539550782,125.84762573242188,0.0009996891021728516,0.3762626647949219,383.7345309381237,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.009420522894719108,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:43
5000,128,500,10,16,100,500,8,80,2,0.2274,0.0007854804992675781,125.84762573242188,0.0009996891021728516,0.3867499828338623,596.7784431137725,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.010244319115506913,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:44
5000,128,500,10,16,100,500,10,80,2,0.2548,0.0014357633590698243,125.84762573242188,0.0009996891021728516,0.4033687114715576,733.0439121756488,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.009333088349958257,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:45
5000,128,500,10,16,100,500,12,80,2,0.28,0.0012254981994628906,125.84762573242188,0.0009996891021728516,0.47076845169067383,864.2694610778443,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.010043626883143244,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:46
5000,128,500,10,16,100,800,5,80,2,0.1692,0.0006102705001831054,125.84762573242188,0.0009996891021728516,0.3966038227081299,383.7345309381237,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.009951415697167327,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:47
5000,128,500,10,16,100,800,8,80,2,0.2274,0.0007739529609680176,125.84762573242188,0.0009996891021728516,0.3692305088043213,596.7784431137725,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.009035998200054284,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:48
5000,128,500,10,16,100,800,10,80,2,0.2548,0.0009905037879943848,125.84762573242188,0.0009996891021728516,0.3946406841278076,733.0439121756488,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.010036795300630112,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:49
5000,128,500,10,16,100,800,12,80,2,0.28,0.0011408634185791015,125.84762573242188,0.0009996891021728516,0.3652617931365967,864.2694610778443,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.00972572692761125,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:49
5000,128,500,10,16,100,1000,5,80,2,0.1692,0.000703598976135254,125.84762573242188,0.0009996891021728516,0.407426118850708,383.7345309381237,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.009921257683138346,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:50
5000,128,500,10,16,100,1000,8,80,2,0.2274,0.000858182430267334,125.84762573242188,0.0009996891021728516,0.37379884719848633,596.7784431137725,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.009721440953190724,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:51
5000,128,500,10,16,100,1000,10,80,2,0.2548,0.0011645288467407226,125.84762573242188,0.0009996891021728516,0.7149677276611328,733.0439121756488,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.008972752986674309,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:52
5000,128,500,10,16,100,1000,12,80,2,0.28,0.0011568260192871094,125.84762573242188,0.0009996891021728516,0.3948376178741455,864.2694610778443,0.3551111111111111,25,1598,4500,0.3551111111111111,1.2359198998748435,0.010004864291428758,0.006369426751592357,0.20087609511889862,4.0,2025-09-11 09:45:54
5000,128,500,10,16,200,500,5,80,2,0.1396,0.0008486409187316895,155.35526323318481,0.0,0.3101012706756592,389.2015968063872,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:30
5000,128,500,10,16,200,500,8,80,2,0.1778,0.000713968276977539,155.35526323318481,0.0,0.22355198860168457,610.8562874251497,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:30
5000,128,500,10,16,200,500,10,80,2,0.1928,0.0009838333129882813,155.35526323318481,0.0,0.21657323837280273,754.2994011976048,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:31
5000,128,500,10,16,200,500,12,80,2,0.2016,0.0011606383323669433,155.35526323318481,0.0,0.2568216323852539,894.0,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:32
5000,128,500,10,16,200,800,5,80,2,0.1396,0.0009997076988220216,155.35526323318481,0.0,0.3674159049987793,389.2015968063872,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:33
5000,128,500,10,16,200,800,8,80,2,0.1778,0.001159511089324951,155.35526323318481,0.0,0.3852839469909668,610.8562874251497,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:34
5000,128,500,10,16,200,800,10,80,2,0.1928,0.001030500888824463,155.35526323318481,0.0,0.2678830623626709,754.2994011976048,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:35
5000,128,500,10,16,200,800,12,80,2,0.2016,0.0010355086326599122,155.35526323318481,0.0,0.20546436309814453,894.0,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:35
5000,128,500,10,16,200,1000,5,80,2,0.1396,0.0006178116798400879,155.35526323318481,0.0,0.2061300277709961,389.2015968063872,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:36
5000,128,500,10,16,200,1000,8,80,2,0.1778,0.0008156943321228027,155.35526323318481,0.0,0.2547130584716797,610.8562874251497,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:37
5000,128,500,10,16,200,1000,10,80,2,0.1928,0.0009183845520019531,155.35526323318481,0.0,0.20894742012023926,754.2994011976048,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:37
5000,128,500,10,16,200,1000,12,80,2,0.2016,0.0016164226531982422,155.35526323318481,0.0,0.24483108520507812,894.0,0.196,12,882,4500,0.196,1.0748299319727892,0.006911829103957913,0.006369426751592357,0.0691609977324263,3.0,2025-09-11 09:48:38
5000,128,500,10,16,300,500,5,80,2,0.157,0.0005699234008789062,148.3150134086609,0.0,0.27429652214050293,384.7185628742515,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:07
5000,128,500,10,16,300,500,8,80,2,0.2036,0.0007446842193603515,148.3150134086609,0.0,0.3212912082672119,598.9620758483034,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:08
5000,128,500,10,16,300,500,10,80,2,0.2292,0.0010645084381103516,148.3150134086609,0.0,0.3443765640258789,735.057884231537,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:09
5000,128,500,10,16,300,500,12,80,2,0.2484,0.0011614012718200685,148.3150134086609,0.0,0.34074854850769043,867.0459081836327,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:10
5000,128,500,10,16,300,800,5,80,2,0.157,0.0007024025917053223,148.3150134086609,0.0,0.3166615962982178,384.7185628742515,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:11
5000,128,500,10,16,300,800,8,80,2,0.2036,0.0007567939758300782,148.3150134086609,0.0,0.35660576820373535,598.9620758483034,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:11
5000,128,500,10,16,300,800,10,80,2,0.2292,0.0009318442344665528,148.3150134086609,0.0,0.3420991897583008,735.057884231537,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:12
5000,128,500,10,16,300,800,12,80,2,0.2484,0.0010923256874084473,148.3150134086609,0.0,0.3436007499694824,867.0459081836327,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:13
5000,128,500,10,16,300,1000,5,80,2,0.157,0.0007035675048828125,148.3150134086609,0.0,0.29773831367492676,384.7185628742515,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:14
5000,128,500,10,16,300,1000,8,80,2,0.2036,0.0007097787857055664,148.3150134086609,0.0,0.3189523220062256,598.9620758483034,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:14
5000,128,500,10,16,300,1000,10,80,2,0.2292,0.0009838070869445802,148.3150134086609,0.0,0.43802332878112793,735.057884231537,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:16
5000,128,500,10,16,300,1000,12,80,2,0.2484,0.0010583724975585939,148.3150134086609,0.0,0.316662073135376,867.0459081836327,0.2713333333333333,18,1221,4500,0.2713333333333333,1.1646191646191646,0.009303778239018007,0.006369426751592357,0.14823914823914824,3.0,2025-09-11 09:51:16
5000,128,500,10,16,400,500,5,80,2,0.1708,0.0006731739044189453,153.82608127593994,0.0005049705505371094,0.2625753879547119,384.71656686626744,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.009177755548225081,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:51
5000,128,500,10,16,400,500,8,80,2,0.2216,0.0007973852157592774,153.82608127593994,0.0005049705505371094,0.2988748550415039,599.4510978043912,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.008950695025705344,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:52
5000,128,500,10,16,400,500,10,80,2,0.2492,0.001240605354309082,153.82608127593994,0.0005049705505371094,0.31163620948791504,736.6526946107784,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.008982534051688607,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:53
5000,128,500,10,16,400,500,12,80,2,0.2726,0.0011440749168395996,153.82608127593994,0.0005049705505371094,0.2755002975463867,869.5768463073853,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.008984623360229529,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:53
5000,128,500,10,16,400,800,5,80,2,0.1708,0.0006281628608703614,153.82608127593994,0.0005049705505371094,0.3116006851196289,384.71656686626744,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.00914673291015498,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:54
5000,128,500,10,16,400,800,8,80,2,0.2216,0.0007760357856750488,153.82608127593994,0.0005049705505371094,0.32194042205810547,599.4510978043912,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.00927452974177347,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:55
5000,128,500,10,16,400,800,10,80,2,0.2492,0.0009354639053344726,153.82608127593994,0.0005049705505371094,0.25853800773620605,736.6526946107784,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.008983366655151167,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:56
5000,128,500,10,16,400,800,12,80,2,0.2726,0.001030397891998291,153.82608127593994,0.0005049705505371094,0.29776954650878906,869.5768463073853,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.009013532359726763,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:56
5000,128,500,10,16,400,1000,5,80,2,0.1708,0.0007090415954589844,153.82608127593994,0.0005049705505371094,0.2977771759033203,384.71656686626744,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.00898084471999166,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:57
5000,128,500,10,16,400,1000,8,80,2,0.2216,0.0008549628257751465,153.82608127593994,0.0005049705505371094,0.3077065944671631,599.4510978043912,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.008853888394350314,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:58
5000,128,500,10,16,400,1000,10,80,2,0.2492,0.0008935265541076661,153.82608127593994,0.0005049705505371094,0.3258540630340576,736.6526946107784,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.009082630346052415,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:59
5000,128,500,10,16,400,1000,12,80,2,0.2726,0.0009523844718933106,153.82608127593994,0.0005049705505371094,0.3213355541229248,869.5768463073853,0.31066666666666665,21,1398,4500,0.31066666666666665,1.1866952789699572,0.00911488577639702,0.006369426751592357,0.16452074391988555,4.0,2025-09-11 09:53:59
